EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
1	14:57:55	0	0.1000	0.04442076490379541	0.0511484332382679	0.9935	0.9935	0.9935
2	15:06:15	1	0.1000	0.03973632867696497	0.05118423327803612	0.9935	0.9935	0.9935
3	15:14:29	2	0.1000	0.039671257708426756	0.05117087811231613	0.9935	0.9935	0.9935
4	15:22:05	3	0.1000	0.0396350922786416	0.051296789199113846	0.9935	0.9935	0.9935
